year,month,day,SunshineDuration,Tmin,Tmax,rainfall,windspeed
1980,7,27,-9999,14.1,24.3,0.0,-9999
1980,7,28,-9999,13.2,24.4,0.0,-9999
1980,7,29,-9999,13.6,23.4,0.0,-9999
1980,7,30,-9999,13.5,22.8,0.0,-9999
1980,7,31,-9999,13.2,22.1,0.0,-9999
1980,8,1,-9999,14.7,25.2,0.0,-9999
1980,8,2,-9999,13.3,23.3,0.0,-9999
1980,8,3,-9999,13.9,24.2,0.0,-9999
1980,8,4,-9999,12.1,24.7,0.0,-9999
1980,8,5,-9999,12.6,23.6,0.0,-9999
1980,8,6,-9999,9.2,25.7,0.0,-9999
1980,8,7,-9999,12.3,26.2,0.0,-9999
1980,8,8,-9999,12.5,28.8,0.0,-9999
1980,8,9,-9999,11.2,26.5,0.0,-9999
1980,8,10,-9999,14.8,19.3,0.0,-9999
1980,8,11,-9999,15.8,20.4,0.0,-9999
1980,8,12,-9999,17.3,27.2,0.0,-9999
1980,8,13,-9999,16.9,25.1,0.0,-9999
1980,8,14,-9999,12.3,17.7,14.0,-9999
1980,8,15,-9999,11.7,14.0,10.0,-9999
1980,8,16,-9999,11.1,14.2,0.0,-9999
1980,8,17,-9999,11.3,16.2,7.0,-9999
1980,8,18,-9999,14.2,18.2,6.0,-9999
1980,8,19,-9999,15.0,17.8,8.0,-9999
1980,8,20,-9999,15.6,27.2,0.0,-9999
1980,8,21,-9999,13.0,25.4,0.0,-9999
1980,8,22,-9999,16.4,24.3,0.0,-9999
1980,8,23,-9999,15.6,20.0,4.0,-9999
1980,8,24,-9999,13.2,16.6,23.0,-9999
1980,8,25,-9999,12.9,16.5,6.0,-9999
1980,8,26,-9999,11.0,17.9,0.0,-9999
1980,8,27,-9999,10.3,12.9,1.0,-9999
1980,8,28,-9999,11.3,15.9,5.0,-9999
1980,8,29,-9999,11.6,14.4,21.0,-9999
1980,8,30,-9999,13.0,14.7,14.0,-9999
1980,8,31,-9999,13.3,16.0,53.0,-9999
1980,9,1,-9999,14.6,19.3,7.0,-9999
1980,9,2,-9999,14.4,19.2,0.0,-9999
1980,9,3,-9999,14.3,17.7,2.0,-9999
1980,9,4,-9999,13.9,18.4,1.0,-9999
1980,9,5,-9999,15.1,19.0,19.0,-9999
1980,9,6,-9999,16.0,24.7,0.0,-9999
1980,9,7,-9999,15.2,24.6,0.0,-9999
1980,9,8,-9999,10.7,20.2,0.0,-9999
1980,9,9,-9999,7.6,24.0,0.0,-9999
1980,9,10,-9999,8.3,22.2,0.0,-9999
1980,9,11,-9999,11.6,14.3,24.0,-9999
1980,9,12,-9999,13.6,18.4,19.0,-9999
1980,9,13,-9999,16.4,20.0,2.0,-9999
1980,9,14,-9999,12.6,24.4,0.0,-9999
1980,9,15,-9999,15.1,25.3,0.0,-9999
1980,9,16,-9999,13.5,20.5,0.0,-9999
1980,9,17,-9999,12.0,22.8,0.0,-9999
1980,9,18,-9999,8.1,22.3,0.0,-9999
1980,9,19,-9999,5.2,21.9,0.0,-9999
1980,9,20,-9999,9.3,20.8,0.0,-9999
1980,9,21,-9999,7.1,21.5,0.0,-9999
1980,9,22,-9999,7.0,18.9,0.0,-9999
1980,9,23,-9999,5.8,18.0,0.0,-9999
1980,9,24,-9999,2.0,18.7,0.0,-9999
1980,9,25,-9999,4.3,22.0,0.0,-9999
1980,9,26,-9999,4.5,17.7,0.0,-9999
1980,9,27,-9999,2.2,15.1,0.0,-9999
1980,9,28,-9999,5.6,16.9,0.0,-9999
1980,9,29,-9999,2.6,14.6,0.0,-9999
1980,9,30,-9999,3.1,17.9,1.0,-9999
1980,10,1,-9999,4.2,19.5,0.0,-9999
1980,10,2,-9999,2.7,20.6,0.0,-9999
1980,10,3,-9999,1.5,19.4,0.0,-9999
1980,10,4,-9999,1.1,21.9,0.0,-9999
1980,10,5,-9999,4.5,22.9,0.0,-9999
1980,10,6,-9999,6.3,23.4,0.0,-9999
1980,10,7,-9999,8.5,21.6,4.0,-9999
1980,10,8,-9999,5.4,23.2,0.0,-9999
1980,10,9,-9999,2.3,14.0,0.0,-9999
1980,10,10,-9999,2.1,17.9,0.0,-9999
1980,10,11,-9999,8.6,15.0,0.0,-9999
1980,10,12,-9999,3.2,15.4,0.0,-9999
1980,10,13,-9999,-0.4,11.7,0.0,-9999
1980,10,14,-9999,6.8,15.6,0.0,-9999
1980,10,15,-9999,0.4,14.7,0.0,-9999
1980,10,16,-9999,0.1,18.8,0.0,-9999
1980,10,17,-9999,6.2,12.2,0.0,-9999
1980,10,18,-9999,6.1,19.4,0.0,-9999
1980,10,19,-9999,5.6,9.8,1.0,-9999
1980,10,20,-9999,0.0,0.0,0.0,-9999
1980,10,21,-9999,9.2,10.7,27.0,-9999
1980,10,22,-9999,1.6,10.7,9.0,-9999
1980,10,23,-9999,4.4,10.6,1.0,-9999
1980,10,24,-9999,-1.4,10.8,0.0,-9999
1980,10,25,-9999,0.0,6.9,44.0,-9999
1980,10,26,-9999,2.4,13.8,17.0,-9999
1980,10,27,-9999,1.4,9.7,2.0,-9999
1980,10,28,-9999,-1.8,8.8,1.0,-9999
1980,10,29,-9999,-3.6,7.7,0.0,-9999
1980,10,30,-9999,-2.4,8.9,3.0,-9999
1980,10,31,-9999,2.2,4.0,49.0,-9999
1980,11,1,-9999,1.3,11.7,1.0,-9999
1980,11,2,-9999,0.4,8.2,0.0,-9999
1980,11,3,-9999,-2.4,7.7,0.0,-9999
1980,11,4,-9999,-2.4,12.8,0.0,-9999
1980,11,5,-9999,1.9,14.4,0.0,-9999
1980,11,6,-9999,-1.0,15.4,0.0,-9999
1980,11,7,-9999,-3.1,11.4,0.0,-9999
1980,11,8,-9999,-2.8,7.2,0.0,-9999
1980,11,9,-9999,-3.0,3.7,0.0,-9999
1980,11,10,-9999,-2.5,8.1,1.0,-9999
1980,11,11,-9999,-4.5,13.4,0.0,-9999
1980,11,12,-9999,-2.3,8.4,0.0,-9999
1980,11,13,-9999,-0.2,10.3,0.0,-9999
1980,11,14,-9999,-2.8,2.7,0.0,-9999
1980,11,15,-9999,-4.8,1.5,0.0,-9999
1980,11,16,-9999,-7.7,6.5,0.0,-9999
1980,11,17,-9999,-4.1,6.9,1.0,-9999
1980,11,18,-9999,-3.5,11.1,0.0,-9999
1980,11,19,-9999,-3.1,8.0,0.0,-9999
1980,11,20,-9999,-2.8,13.0,0.0,-9999
1980,11,21,-9999,-2.1,13.2,0.0,-9999
1980,11,22,-9999,-3.8,6.4,0.0,-9999
1980,11,23,-9999,-5.5,10.0,0.0,-9999
1980,11,24,-9999,-5.5,2.1,0.0,-9999
1980,11,25,-9999,0.7,3.6,0.0,-9999
1980,11,26,-9999,3.4,8.0,1.0,-9999
1980,11,27,-9999,-2.8,7.8,1.0,-9999
1980,11,28,-9999,-5.2,4.8,0.0,-9999
1980,11,29,-9999,-0.1,4.1,0.0,-9999
1980,11,30,-9999,-1.8,5.7,0.0,-9999
1980,12,1,-9999,0.2,7.4,23.0,-9999
1980,12,2,-9999,0.3,6.1,2.0,-9999
1980,12,3,-9999,2.1,7.1,28.0,-9999
1980,12,4,-9999,-0.5,4.5,27.0,-9999
1980,12,5,-9999,-9.2,0.7,0.0,-9999
1980,12,6,-9999,0.0,0.0,1.0,-9999
1980,12,7,-9999,-12.3,2.9,0.0,-9999
1980,12,8,-9999,-14.4,-1.2,0.0,-9999
1980,12,9,-9999,-17.6,-2.6,0.0,-9999
1980,12,10,-9999,-11.9,-1.1,18.0,-9999
1980,12,11,-9999,-17.4,-2.5,0.0,-9999
1980,12,12,-9999,-2.7,2.3,8.0,-9999
1980,12,13,-9999,-7.6,6.3,1.0,-9999
1980,12,14,-9999,-10.2,-1.0,0.0,-9999
1980,12,15,-9999,-4.3,3.0,0.0,-9999
1980,12,16,-9999,-8.7,0.4,0.0,-9999
1980,12,17,-9999,-10.9,-0.4,0.0,-9999
1980,12,18,-9999,-11.9,-0.3,0.0,-9999
1980,12,19,-9999,-8.7,-3.2,0.0,-9999
1980,12,20,-9999,-12.4,0.3,0.0,-9999
1980,12,21,-9999,-13.4,-0.5,0.0,-9999
1980,12,22,-9999,-18.2,-0.7,0.0,-9999
1980,12,23,-9999,-17.5,-3.5,0.0,-9999
1980,12,24,-9999,-16.4,-1.0,0.0,-9999
1980,12,25,-9999,-10.5,1.3,0.0,-9999
1980,12,26,-9999,-14.7,0.2,0.0,-9999
1980,12,27,-9999,-9.8,-1.8,0.0,-9999
1980,12,28,-9999,-11.7,-1.6,0.0,-9999
1980,12,29,-9999,-4.0,3.0,0.0,-9999
1980,12,30,-9999,-4.0,2.4,0.0,-9999
1980,12,31,-9999,-8.4,0.8,0.0,-9999
1981,1,1,-9999,-13.8,-1.0,0.0,-9999
1981,1,2,-9999,-12.5,-2.7,18.0,-9999
1981,1,3,-9999,-6.8,0.2,15.0,-9999
1981,1,4,-9999,-7.5,1.2,0.0,-9999
1981,1,5,-9999,-20.7,-4.8,0.0,-9999
1981,1,6,-9999,-24.4,-9.7,0.0,-9999
1981,1,7,-9999,-20.9,-5.0,0.0,-9999
1981,1,8,-9999,-19.8,-6.0,0.0,-9999
1981,1,9,-9999,-15.4,-1.1,0.0,-9999
1981,1,10,-9999,-17.6,-4.2,0.0,-9999
1981,1,11,-9999,-18.2,-4.4,0.0,-9999
1981,1,12,-9999,-21.0,-5.3,0.0,-9999
1981,1,13,-9999,-21.1,-2.8,0.0,-9999
1981,1,14,-9999,-20.9,-2.1,0.0,-9999
1981,1,15,-9999,-16.3,-0.4,0.0,-9999
1981,1,16,-9999,-17.3,-3.8,0.0,-9999
1981,1,17,-9999,-15.2,-4.6,0.0,-9999
1981,1,18,-9999,-20.6,-6.2,0.0,-9999
1981,1,19,-9999,-16.7,-2.6,0.0,-9999
1981,1,20,-9999,-18.5,-6.2,0.0,-9999
1981,1,21,-9999,-22.7,-4.5,0.0,-9999
1981,1,22,-9999,-24.0,-5.1,0.0,-9999
1981,1,23,-9999,-18.2,-5.1,0.0,-9999
1981,1,24,-9999,-17.5,-1.3,0.0,-9999
1981,1,25,-9999,-19.7,-4.1,0.0,-9999
1981,1,26,-9999,-26.2,-10.0,0.0,-9999
1981,1,27,-9999,-22.0,-6.7,0.0,-9999
1981,1,28,-9999,-23.5,-3.8,0.0,-9999
1981,1,29,-9999,-17.2,-3.1,0.0,-9999
1981,1,30,-9999,-19.4,-5.0,0.0,-9999
1981,1,31,-9999,-15.7,-2.1,0.0,-9999
1981,2,1,-9999,-9.9,-5.8,0.0,-9999
1981,2,2,-9999,-18.1,-4.6,0.0,-9999
1981,2,3,-9999,-18.2,-5.5,1.0,-9999
1981,2,4,-9999,-6.9,-1.9,4.0,-9999
1981,2,5,-9999,-19.7,-1.4,0.0,-9999
1981,2,6,-9999,-15.1,-1.3,0.0,-9999
1981,2,7,-9999,0.0,0.0,0.0,-9999
1981,2,8,-9999,-16.3,-1.3,0.0,-9999
1981,2,9,-9999,-15.4,-3.2,0.0,-9999
1981,2,10,-9999,-14.6,-1.0,0.0,-9999
1981,2,11,-9999,-13.8,0.5,0.0,-9999
1981,2,12,-9999,-16.8,-0.8,0.0,-9999
1981,2,13,-9999,-15.8,-0.7,2.0,-9999
1981,2,14,-9999,-12.4,-2.0,2.0,-9999
1981,2,15,-9999,-14.0,-3.2,0.0,-9999
1981,2,16,-9999,-6.3,-2.1,9.0,-9999
1981,2,17,-9999,-14.2,-2.4,3.0,-9999
1981,2,18,-9999,-21.2,-5.2,0.0,-9999
1981,2,19,-9999,-8.2,-2.6,8.0,-9999
1981,2,20,-9999,-5.9,-2.0,2.0,-9999
1981,2,21,-9999,-14.9,-1.8,1.0,-9999
1981,2,22,-9999,-18.4,-3.0,0.0,-9999
1981,2,23,-9999,-19.7,-4.5,0.0,-9999
1981,2,24,-9999,-12.2,-6.8,0.0,-9999
1981,2,25,-9999,-13.3,-7.3,1.0,-9999
1981,2,26,-9999,-19.7,-5.3,0.0,-9999
1981,2,27,-9999,-23.3,-2.5,0.0,-9999
1981,2,28,-9999,-17.6,-2.5,0.0,-9999
1981,3,1,-9999,-15.8,-1.5,0.0,-9999
1981,3,2,-9999,-14.1,-1.1,0.0,-9999
1981,3,3,-9999,-11.3,2.3,0.0,-9999
1981,3,4,-9999,-6.8,-1.5,0.0,-9999
1981,3,5,-9999,-9.5,0.3,1.0,-9999
1981,3,6,-9999,-12.5,-2.2,1.0,-9999
1981,3,7,-9999,-13.4,0.5,3.0,-9999
1981,3,8,-9999,-15.3,-1.8,3.0,-9999
1981,3,9,-9999,-16.1,-4.5,0.0,-9999
1981,3,10,-9999,-13.8,-3.3,0.0,-9999
1981,3,11,-9999,-20.1,-1.7,0.0,-9999
1981,3,12,-9999,-13.7,3.4,1.0,-9999
1981,3,13,-9999,-6.8,3.3,0.0,-9999
1981,3,14,-9999,-2.6,0.0,24.0,-9999
1981,3,15,-9999,-2.8,3.3,8.0,-9999
1981,3,16,-9999,-4.6,-0.1,0.0,-9999
1981,3,17,-9999,-8.2,1.3,0.0,-9999
1981,3,18,-9999,-9.5,6.8,0.0,-9999
1981,3,19,-9999,-7.5,10.4,0.0,-9999
1981,3,20,-9999,-4.6,3.2,0.0,-9999
1981,3,21,-9999,-0.7,2.7,0.0,-9999
1981,3,22,-9999,-1.6,2.7,0.0,-9999
1981,3,23,-9999,-4.7,4.6,0.0,-9999
1981,3,24,-9999,-10.8,0.0,1.0,-9999
1981,3,25,-9999,-11.1,-1.6,6.0,-9999
1981,3,26,-9999,-4.5,0.4,7.0,-9999
1981,3,27,-9999,-3.5,1.9,3.0,-9999
1981,3,28,-9999,-3.4,3.4,0.0,-9999
1981,3,29,-9999,-8.9,3.8,1.0,-9999
1981,3,30,-9999,-3.3,4.4,0.0,-9999
1981,3,31,-9999,-5.5,6.5,0.0,-9999
1981,4,1,-9999,-3.0,8.0,0.0,-9999
1981,4,2,-9999,-1.6,4.0,1.0,-9999
1981,4,3,-9999,2.8,7.7,1.0,-9999
1981,4,4,-9999,-1.8,12.0,0.0,-9999
1981,4,5,-9999,-1.2,12.2,0.0,-9999
1981,4,6,-9999,-1.4,2.7,4.0,-9999
1981,4,7,-9999,-0.9,9.0,0.0,-9999
1981,4,8,-9999,-1.6,9.1,1.0,-9999
1981,4,9,-9999,-3.5,13.4,0.0,-9999
1981,4,10,-9999,-2.0,12.4,5.0,-9999
1981,4,11,-9999,1.9,7.5,29.0,-9999
1981,4,12,-9999,0.8,9.6,1.0,-9999
1981,4,13,-9999,-0.6,8.2,0.0,-9999
1981,4,14,-9999,-3.8,8.2,0.0,-9999
1981,4,15,-9999,-1.8,6.9,0.0,-9999
1981,4,16,-9999,-3.0,12.9,0.0,-9999
1981,4,17,-9999,-1.1,11.3,0.0,-9999
1981,4,18,-9999,-2.4,7.7,0.0,-9999
1981,4,19,-9999,-5.1,13.1,0.0,-9999
1981,4,20,-9999,-2.3,1.2,24.0,-9999
1981,4,21,-9999,0.4,13.8,13.0,-9999
1981,4,22,-9999,-1.7,12.7,0.0,-9999
1981,4,23,-9999,-0.8,20.2,0.0,-9999
1981,4,24,-9999,-0.1,14.6,0.0,-9999
1981,4,25,-9999,3.8,15.4,0.0,-9999
1981,4,26,-9999,2.8,14.3,0.0,-9999
1981,4,27,-9999,0.0,0.0,0.0,-9999
1981,4,28,-9999,0.0,14.8,0.0,-9999
1981,4,29,-9999,-2.3,21.2,0.0,-9999
1981,4,30,-9999,4.5,11.5,1.0,-9999
1981,5,1,-9999,6.9,23.0,1.0,-9999
1981,5,2,-9999,3.9,20.2,0.0,-9999
1981,5,3,-9999,5.7,8.3,0.0,-9999
1981,5,4,-9999,5.8,13.5,2.0,-9999
1981,5,5,-9999,1.2,16.0,0.0,-9999
1981,5,6,-9999,0.7,20.1,0.0,-9999
1981,5,7,-9999,2.9,21.2,0.0,-9999
1981,5,8,-9999,3.3,17.0,0.0,-9999
1981,5,9,-9999,1.1,18.7,3.0,-9999
1981,5,10,-9999,4.2,16.6,0.0,-9999
1981,5,11,-9999,3.1,10.2,0.0,-9999
1981,5,12,-9999,2.7,6.8,8.0,-9999
1981,5,13,-9999,0.8,15.1,0.0,-9999
1981,5,14,-9999,2.1,15.2,0.0,-9999
1981,5,15,-9999,2.2,13.2,0.0,-9999
1981,5,16,-9999,-1.0,12.1,0.0,-9999
1981,5,17,-9999,0.2,16.7,0.0,-9999
1981,5,18,-9999,1.5,6.4,7.0,-9999
1981,5,19,-9999,2.5,10.8,0.0,-9999
1981,5,20,-9999,4.5,19.6,0.0,-9999
1981,5,21,-9999,1.8,27.0,0.0,-9999
1981,5,22,-9999,10.0,25.1,0.0,-9999
1981,5,23,-9999,7.0,11.6,2.0,-9999
1981,5,24,-9999,5.4,14.6,0.0,-9999
1981,5,25,-9999,5.5,13.2,8.0,-9999
1981,5,26,-9999,6.1,11.1,0.0,-9999
1981,5,27,-9999,5.3,16.0,0.0,-9999
1981,5,28,-9999,4.1,7.1,4.0,-9999
1981,5,29,-9999,4.1,8.4,20.0,-9999
1981,5,30,-9999,3.2,10.2,0.0,-9999
1981,5,31,-9999,2.8,14.7,0.0,-9999
1981,6,1,-9999,-0.1,16.0,2.0,-9999
1981,6,2,-9999,5.7,8.7,15.0,-9999
1981,6,3,-9999,6.0,14.5,0.0,-9999
1981,6,4,-9999,5.9,10.7,8.0,-9999
1981,6,5,-9999,6.4,13.2,0.0,-9999
1981,6,6,-9999,8.6,13.0,2.0,-9999
1981,6,7,-9999,7.4,11.3,0.0,-9999
1981,6,8,-9999,6.9,11.2,0.0,-9999
1981,6,9,-9999,8.1,15.5,0.0,-9999
1981,6,10,-9999,10.1,17.9,1.0,-9999
1981,6,11,-9999,9.3,16.5,0.0,-9999
1981,6,12,-9999,9.8,13.9,27.0,-9999
1981,6,13,-9999,12.4,25.5,1.0,-9999
1981,6,14,-9999,9.8,21.7,0.0,-9999
1981,6,15,-9999,10.0,18.5,0.0,-9999
1981,6,16,-9999,11.0,20.5,0.0,-9999
1981,6,17,-9999,10.4,14.8,2.0,-9999
1981,6,18,-9999,9.0,13.7,2.0,-9999
1981,6,19,-9999,6.5,10.4,0.0,-9999
1981,6,20,-9999,6.1,12.4,0.0,-9999
1981,6,21,-9999,6.9,18.6,0.0,-9999
1981,6,22,-9999,5.1,14.4,0.0,-9999
1981,6,23,-9999,6.7,15.6,18.0,-9999
1981,6,24,-9999,13.2,27.2,0.0,-9999
1981,6,25,-9999,9.3,29.0,0.0,-9999
1981,6,26,-9999,12.5,28.2,0.0,-9999
1981,6,27,-9999,10.8,21.8,0.0,-9999
1981,6,28,-9999,13.1,15.1,18.0,-9999
1981,6,29,-9999,11.8,14.3,6.0,-9999
1981,6,30,-9999,12.0,17.0,0.0,-9999
1981,7,1,-9999,11.2,14.7,1.0,-9999
1981,7,2,-9999,11.0,13.9,5.0,-9999
1981,7,3,-9999,10.4,14.9,0.0,-9999
1981,7,4,-9999,10.5,14.6,1.0,-9999
1981,7,5,-9999,11.3,14.6,16.0,-9999
1981,7,6,-9999,12.6,15.8,11.0,-9999
1981,7,7,-9999,13.4,28.2,1.0,-9999
1981,7,8,-9999,0.0,0.0,0.0,-9999
1981,7,9,-9999,14.4,20.1,0.0,-9999
1981,7,10,-9999,12.8,20.0,5.0,-9999
1981,7,11,-9999,16.2,24.4,0.0,-9999
1981,7,12,-9999,14.2,26.9,0.0,-9999
1981,7,13,-9999,15.7,29.2,0.0,-9999
1981,7,14,-9999,15.2,26.0,0.0,-9999
1981,7,15,-9999,14.7,21.7,0.0,-9999
1981,7,16,-9999,16.2,26.1,1.0,-9999
1981,7,17,-9999,16.7,30.4,2.0,-9999
1981,7,18,-9999,18.9,34.3,0.0,-9999
1981,7,19,-9999,20.5,29.4,0.0,-9999
1981,7,20,-9999,20.7,31.5,4.0,-9999
1981,7,21,-9999,0.0,0.0,45.0,-9999
1981,7,22,-9999,14.0,20.5,2.0,-9999
1981,7,23,-9999,13.8,21.6,1.0,-9999
1981,7,24,-9999,15.0,19.5,0.0,-9999
1981,7,25,-9999,14.7,26.8,0.0,-9999
1981,7,26,-9999,13.1,27.0,0.0,-9999
1981,7,27,-9999,18.1,23.8,0.0,-9999
1981,7,28,-9999,17.1,23.1,0.0,-9999
1981,7,29,-9999,17.0,27.7,0.0,-9999
1981,7,30,-9999,16.9,33.2,0.0,-9999
1981,7,31,-9999,17.4,33.9,0.0,-9999
1981,8,1,-9999,19.5,33.2,0.0,-9999
1981,8,2,-9999,19.5,34.6,0.0,-9999
1981,8,3,-9999,19.3,34.1,0.0,-9999
1981,8,4,-9999,19.2,26.3,6.0,-9999
1981,8,5,-9999,0.0,0.0,278.0,-9999
1981,8,6,-9999,12.4,25.0,4.0,-9999
1981,8,7,-9999,10.7,25.7,0.0,-9999
1981,8,8,-9999,12.1,23.1,3.0,-9999
1981,8,9,-9999,14.6,16.9,6.0,-9999
1981,8,10,-9999,15.0,19.2,6.0,-9999
1981,8,11,-9999,17.6,22.5,1.0,-9999
1981,8,12,-9999,17.7,19.1,22.0,-9999
1981,8,13,-9999,17.8,25.9,0.0,-9999
1981,8,14,-9999,16.7,24.5,0.0,-9999
1981,8,15,-9999,15.8,25.8,0.0,-9999
1981,8,16,-9999,15.3,22.9,0.0,-9999
1981,8,17,-9999,15.6,22.3,0.0,-9999
1981,8,18,-9999,16.1,18.3,7.0,-9999
1981,8,19,-9999,15.9,19.1,19.0,-9999
1981,8,20,-9999,14.1,21.8,0.0,-9999
1981,8,21,-9999,12.3,21.2,1.0,-9999
1981,8,22,-9999,12.8,14.0,36.0,-9999
1981,8,23,-9999,13.7,22.7,47.0,-9999
1981,8,24,-9999,13.3,27.6,0.0,-9999
1981,8,25,-9999,12.1,26.1,0.0,-9999
1981,8,26,-9999,14.8,19.5,0.0,-9999
1981,8,27,-9999,17.0,25.1,1.0,-9999
1981,8,28,-9999,12.4,27.7,0.0,-9999
1981,8,29,-9999,11.1,28.0,0.0,-9999
1981,8,30,-9999,13.8,23.6,5.0,-9999
1981,8,31,-9999,15.5,25.5,0.0,-9999
1981,9,1,-9999,10.2,21.2,0.0,-9999
1981,9,2,-9999,8.8,19.6,0.0,-9999
1981,9,3,-9999,9.2,16.3,6.0,-9999
1981,9,4,-9999,11.8,17.8,72.0,-9999
1981,9,5,-9999,8.9,21.5,0.0,-9999
1981,9,6,-9999,7.2,24.0,0.0,-9999
1981,9,7,-9999,6.0,21.2,0.0,-9999
1981,9,8,-9999,12.2,20.3,0.0,-9999
1981,9,9,-9999,13.0,16.7,9.0,-9999
1981,9,10,-9999,8.3,22.0,0.0,-9999
1981,9,11,-9999,5.4,21.7,0.0,-9999
1981,9,12,-9999,5.2,18.1,0.0,-9999
1981,9,13,-9999,9.6,12.7,19.0,-9999
1981,9,14,-9999,7.7,19.7,0.0,-9999
1981,9,15,-9999,8.0,20.5,0.0,-9999
1981,9,16,-9999,5.9,22.4,0.0,-9999
1981,9,17,-9999,4.7,22.7,0.0,-9999
1981,9,18,-9999,0.0,0.0,0.0,-9999
1981,9,19,0.0,-9999,-9999,-9999,0.0
1981,9,20,0.0,-9999,-9999,-9999,0.0
1981,9,21,-9999,0.0,0.0,0.0,-9999
1981,9,22,-9999,11.4,20.5,0.0,-9999
1981,9,23,-9999,9.5,23.4,0.0,-9999
1981,9,24,-9999,6.3,24.7,0.0,-9999
1981,9,25,-9999,11.6,18.4,3.0,-9999
1981,9,26,-9999,11.3,20.6,0.0,-9999
1981,9,27,-9999,12.6,18.9,7.0,-9999
1981,9,28,-9999,6.2,20.9,0.0,-9999
1981,9,29,-9999,3.5,15.3,0.0,-9999
1981,9,30,-9999,0.3,18.9,0.0,-9999
1981,10,1,-9999,5.4,19.8,0.0,-9999
1981,10,2,-9999,8.3,16.2,0.0,-9999
1981,10,3,-9999,7.3,14.0,0.0,-9999
1981,10,4,-9999,7.1,17.9,0.0,-9999
1981,10,5,-9999,6.4,14.7,2.0,-9999
1981,10,6,-9999,5.6,19.3,0.0,-9999
1981,10,7,-9999,1.8,20.3,0.0,-9999
1981,10,8,-9999,2.5,22.5,0.0,-9999
1981,10,9,-9999,9.8,15.8,13.0,-9999
1981,10,10,-9999,9.4,15.0,0.0,-9999
1981,10,11,-9999,4.3,18.0,0.0,-9999
1981,10,12,-9999,1.3,16.3,0.0,-9999
1981,10,13,-9999,0.2,16.3,1.0,-9999
1981,10,14,-9999,7.7,13.3,10.0,-9999
1981,10,15,-9999,1.4,13.7,0.0,-9999
1981,10,16,-9999,0.3,17.7,0.0,-9999
1981,10,17,-9999,4.4,14.5,1.0,-9999
1981,10,18,-9999,1.9,14.5,0.0,-9999
1981,10,19,-9999,5.9,10.0,29.0,-9999
1981,10,20,-9999,-0.1,12.1,0.0,-9999
1981,10,21,-9999,-2.3,12.0,0.0,-9999
1981,10,22,-9999,3.5,10.7,2.0,-9999
1981,10,23,-9999,4.1,12.6,21.0,-9999
1981,10,24,-9999,2.4,9.3,0.0,-9999
1981,10,25,-9999,1.6,11.0,0.0,-9999
1981,10,26,-9999,1.6,11.1,0.0,-9999
1981,10,27,-9999,-1.9,11.9,0.0,-9999
1981,10,28,-9999,-2.3,8.2,0.0,-9999
1981,10,29,-9999,5.5,13.7,1.0,-9999
1981,10,30,-9999,-0.7,16.1,0.0,-9999
1981,10,31,-9999,-1.8,11.3,0.0,-9999
1981,11,1,-9999,3.1,8.4,1.0,-9999
1981,11,2,-9999,-0.5,7.5,7.0,-9999
1981,11,3,-9999,0.0,3.0,29.0,-9999
1981,11,4,-9999,-0.4,11.2,1.0,-9999
1981,11,5,-9999,-0.1,7.7,0.0,-9999
1981,11,6,-9999,-2.9,4.2,0.0,-9999
1981,11,7,-9999,-5.1,3.7,0.0,-9999
1981,11,8,-9999,-4.4,1.3,1.0,-9999
1981,11,9,-9999,-5.9,5.7,0.0,-9999
1981,11,10,-9999,-8.1,5.3,0.0,-9999
1981,11,11,-9999,-5.3,1.8,0.0,-9999
1981,11,12,-9999,-2.3,5.0,0.0,-9999
1981,11,13,-9999,-0.5,7.6,0.0,-9999
1981,11,14,-9999,-5.2,4.6,0.0,-9999
1981,11,15,-9999,-6.1,3.1,0.0,-9999
1981,11,16,-9999,-3.4,6.8,1.0,-9999
1981,11,17,-9999,-4.6,1.7,0.0,-9999
1981,11,18,-9999,-5.6,5.4,0.0,-9999
1981,11,19,-9999,-3.0,9.5,0.0,-9999
1981,11,20,-9999,-4.0,9.1,0.0,-9999
1981,11,21,-9999,-2.3,3.7,0.0,-9999
1981,11,22,-9999,-5.3,2.5,0.0,-9999
1981,11,23,-9999,-6.1,-1.4,6.0,-9999
1981,11,24,-9999,-5.0,1.5,1.0,-9999
1981,11,25,-9999,-7.1,-0.3,0.0,-9999
1981,11,26,-9999,-8.4,2.1,0.0,-9999
1981,11,27,-9999,-3.7,0.9,2.0,-9999
1981,11,28,-9999,-9.2,-2.7,0.0,-9999
1981,11,29,-9999,-13.1,-1.8,0.0,-9999
1981,11,30,-9999,-12.6,-2.7,0.0,-9999
1981,12,1,-9999,-14.8,-2.6,0.0,-9999
1981,12,2,-9999,-8.2,-0.8,0.0,-9999
1981,12,3,-9999,-13.7,-0.5,0.0,-9999
1981,12,4,-9999,-13.9,0.8,0.0,-9999
1981,12,5,-9999,0.0,0.0,6.0,-9999
1981,12,6,-9999,-12.3,1.2,0.0,-9999
1981,12,7,-9999,-12.7,-1.0,0.0,-9999
1981,12,8,-9999,-12.3,0.3,2.0,-9999
1981,12,9,-9999,-16.1,-1.0,0.0,-9999
1981,12,10,-9999,-11.9,0.6,1.0,-9999
1981,12,11,-9999,-16.1,-0.4,0.0,-9999
1981,12,12,-9999,-11.1,1.4,5.0,-9999
1981,12,13,-9999,-14.0,3.2,0.0,-9999
